date,brand,category,region
26-03-2023,Apple,Headphones,South
26-03-2023,Samsung,Laptop,West
26-03-2023,Apple,Smartphone,East
26-03-2023,Sony,Smartphone,East
26-03-2023,Samsung,Headphones,South
26-03-2023,Apple,Smartphone,South
26-03-2023,Apple,Smartphone,East
26-03-2023,Dell,Laptop,East
26-03-2023,Samsung,Tablet,North
26-03-2023,Samsung,Smartphone,South
26-03-2023,Dell,Tablet,West
26-03-2023,Apple,Smartphone,East
26-03-2023,Sony,Smartphone,East
26-03-2023,Apple,Smartphone,West
26-03-2023,Samsung,Laptop,West
26-03-2023,Sony,Smartphone,South
26-03-2023,Apple,Smartphone,West
26-03-2023,Dell,Smartphone,West
26-03-2023,Apple,Laptop,South
26-03-2023,Dell,Headphones,East
26-03-2023,Samsung,Smartphone,East
26-03-2023,Apple,Smartphone,East
26-03-2023,Apple,Smartphone,East
26-03-2023,Apple,Tablet,East
26-03-2023,Samsung,Laptop,South
26-03-2023,Sony,Smartphone,West
26-03-2023,Apple,Smartphone,South
26-03-2023,Samsung,Tablet,North
26-03-2023,Dell,Smartphone,West
26-03-2023,Apple,Laptop,West
26-03-2023,Samsung,Smartphone,North
26-03-2023,Apple,Laptop,East
27-03-2023,Samsung,Smartphone,West
27-03-2023,Dell,Headphones,West
27-03-2023,Samsung,Smartphone,South
27-03-2023,Apple,Tablet,North
27-03-2023,Apple,Laptop,East
27-03-2023,Apple,Tablet,West
27-03-2023,Apple,Laptop,West
27-03-2023,Apple,Smartphone,East
27-03-2023,Samsung,Smartphone,South
27-03-2023,Samsung,Laptop,South
27-03-2023,Sony,Headphones,North
27-03-2023,Dell,Laptop,South
27-03-2023,Sony,Smartphone,East
27-03-2023,Apple,Smartphone,West
27-03-2023,Apple,Tablet,East
27-03-2023,Samsung,Tablet,West
27-03-2023,Dell,Laptop,East
27-03-2023,Sony,Smartphone,South
27-03-2023,Apple,Tablet,East
27-03-2023,Apple,Tablet,West
27-03-2023,Sony,Tablet,East
27-03-2023,Apple,Smartphone,East
27-03-2023,Samsung,Laptop,West
27-03-2023,Samsung,Laptop,South
27-03-2023,Sony,Laptop,West
27-03-2023,Samsung,Smartphone,West
27-03-2023,Samsung,Laptop,East
27-03-2023,Dell,Tablet,East
27-03-2023,Apple,Tablet,Central
27-03-2023,Apple,Smartphone,East
27-03-2023,Sony,Smartphone,South
27-03-2023,Samsung,Tablet,East
27-03-2023,Sony,Smartphone,North
27-03-2023,Sony,Smartphone,South
27-03-2023,Dell,Tablet,West
27-03-2023,Sony,Tablet,West
27-03-2023,Sony,Smartphone,East
27-03-2023,Apple,Headphones,East
27-03-2023,Dell,Headphones,East
27-03-2023,Apple,Smartphone,North
27-03-2023,Samsung,Tablet,East
27-03-2023,Samsung,Tablet,West
27-03-2023,Samsung,Laptop,North
27-03-2023,Apple,Smartphone,Central
27-03-2023,Samsung,Smartphone,East
27-03-2023,Samsung,Smartphone,North
27-03-2023,Apple,Headphones,West
27-03-2023,Dell,Smartphone,South
27-03-2023,Dell,Tablet,East
27-03-2023,Apple,Smartphone,East
27-03-2023,Dell,Smartphone,West
27-03-2023,Samsung,Smartphone,West
27-03-2023,Apple,Laptop,West
27-03-2023,Apple,Smartphone,West
27-03-2023,Dell,Tablet,East
27-03-2023,Apple,Smartphone,East
27-03-2023,Samsung,Smartphone,West
27-03-2023,Samsung,Tablet,West
27-03-2023,Dell,Laptop,Central
27-03-2023,Dell,Laptop,West
27-03-2023,Apple,Headphones,South
27-03-2023,Samsung,Laptop,West
27-03-2023,Samsung,Smartphone,West
27-03-2023,Samsung,Smartphone,North
27-03-2023,Samsung,Smartphone,North
27-03-2023,Apple,Smartphone,South
27-03-2023,Sony,Headphones,East
27-03-2023,Apple,Tablet,East
27-03-2023,Samsung,Headphones,West
27-03-2023,Apple,Smartphone,West
27-03-2023,Apple,Smartphone,South
27-03-2023,Dell,Smartphone,North
27-03-2023,Sony,Laptop,East
27-03-2023,Apple,Smartphone,South
27-03-2023,Apple,Smartphone,North
27-03-2023,Dell,Headphones,West
27-03-2023,Dell,Smartphone,West
27-03-2023,Apple,Smartphone,East
27-03-2023,Dell,Smartphone,West
27-03-2023,Dell,Smartphone,Central
27-03-2023,Apple,Smartphone,Central
27-03-2023,Samsung,Headphones,West
27-03-2023,Dell,Smartphone,East
27-03-2023,Sony,Smartphone,South
27-03-2023,Apple,Smartphone,South
27-03-2023,Sony,Smartphone,North
27-03-2023,Samsung,Smartphone,East
27-03-2023,Dell,Smartphone,North
27-03-2023,Samsung,Smartphone,Central
27-03-2023,Apple,Headphones,East
27-03-2023,Samsung,Smartphone,East
27-03-2023,Samsung,Smartphone,West
27-03-2023,Apple,Smartphone,North
27-03-2023,Apple,Tablet,South
27-03-2023,Dell,Smartphone,West
27-03-2023,Apple,Tablet,Central
27-03-2023,Apple,Smartphone,East
27-03-2023,Samsung,Headphones,South
27-03-2023,Dell,Smartphone,East
27-03-2023,Samsung,Tablet,West
27-03-2023,Apple,Laptop,North
27-03-2023,Apple,Laptop,East
27-03-2023,Samsung,Headphones,East
27-03-2023,Sony,Headphones,North
27-03-2023,Apple,Laptop,East
27-03-2023,Sony,Tablet,South
27-03-2023,Apple,Smartphone,Central
27-03-2023,Apple,Laptop,East
27-03-2023,Dell,Smartphone,East
27-03-2023,Apple,Tablet,North
27-03-2023,Apple,Tablet,West
27-03-2023,Apple,Smartphone,South
27-03-2023,Samsung,Smartphone,East
27-03-2023,Samsung,Smartphone,Central
27-03-2023,Apple,Smartphone,East
27-03-2023,Samsung,Tablet,North
27-03-2023,Apple,Smartphone,South
28-03-2023,Apple,Tablet,West
28-03-2023,Dell,Tablet,East
28-03-2023,Dell,Laptop,East
28-03-2023,Sony,Laptop,West
28-03-2023,Dell,Smartphone,South
28-03-2023,Samsung,Tablet,West
28-03-2023,Apple,Smartphone,West
28-03-2023,Samsung,Smartphone,South
28-03-2023,Sony,Smartphone,East
28-03-2023,Samsung,Laptop,East
28-03-2023,Samsung,Tablet,West
28-03-2023,Sony,Smartphone,East
28-03-2023,Samsung,Tablet,East
28-03-2023,Dell,Tablet,East
28-03-2023,Apple,Tablet,East
28-03-2023,Apple,Headphones,East
28-03-2023,Samsung,Laptop,West
28-03-2023,Apple,Smartphone,East
28-03-2023,Dell,Smartphone,West
28-03-2023,Samsung,Tablet,South
28-03-2023,Sony,Smartphone,Central
28-03-2023,Apple,Smartphone,West
28-03-2023,Dell,Smartphone,East
28-03-2023,Samsung,Headphones,West
28-03-2023,Dell,Tablet,North
28-03-2023,Apple,Smartphone,Central
28-03-2023,Sony,Smartphone,East
28-03-2023,Samsung,Smartphone,West
28-03-2023,Dell,Laptop,South
28-03-2023,Apple,Laptop,East
28-03-2023,Dell,Tablet,North
28-03-2023,Sony,Smartphone,North
28-03-2023,Apple,Laptop,North
28-03-2023,Apple,Smartphone,West
28-03-2023,Samsung,Headphones,North
28-03-2023,Dell,Laptop,East
28-03-2023,Sony,Tablet,East
28-03-2023,Apple,Smartphone,South
28-03-2023,Samsung,Headphones,East
28-03-2023,Apple,Smartphone,West
28-03-2023,Apple,Smartphone,West
28-03-2023,Dell,Laptop,East
28-03-2023,Apple,Headphones,West
28-03-2023,Apple,Smartphone,South
28-03-2023,Dell,Smartphone,East
28-03-2023,Apple,Tablet,South
28-03-2023,Sony,Smartphone,East
28-03-2023,Apple,Tablet,West
28-03-2023,Samsung,Laptop,South
28-03-2023,Samsung,Tablet,East
28-03-2023,Apple,Tablet,East
28-03-2023,Sony,Smartphone,East
28-03-2023,Apple,Smartphone,East
28-03-2023,Samsung,Smartphone,East
28-03-2023,Dell,Laptop,East
28-03-2023,Apple,Laptop,West
28-03-2023,Sony,Headphones,South
28-03-2023,Apple,Tablet,West
28-03-2023,Samsung,Tablet,East
28-03-2023,Dell,Smartphone,South
28-03-2023,Apple,Tablet,North
28-03-2023,Samsung,Tablet,West
28-03-2023,Dell,Tablet,Central
28-03-2023,Apple,Smartphone,South
28-03-2023,Apple,Smartphone,West
28-03-2023,Apple,Smartphone,West
28-03-2023,Apple,Laptop,West
28-03-2023,Samsung,Smartphone,South
28-03-2023,Apple,Tablet,South
28-03-2023,Apple,Smartphone,West
28-03-2023,Apple,Tablet,West
28-03-2023,Apple,Tablet,West
28-03-2023,Dell,Laptop,East
28-03-2023,Apple,Tablet,North
28-03-2023,Apple,Smartphone,South
28-03-2023,Samsung,Smartphone,North
28-03-2023,Apple,Tablet,South
28-03-2023,Apple,Smartphone,West
28-03-2023,Sony,Smartphone,Central
28-03-2023,Apple,Smartphone,Central
28-03-2023,Apple,Smartphone,East
28-03-2023,Apple,Smartphone,North
28-03-2023,Apple,Headphones,South
28-03-2023,Dell,Tablet,East
28-03-2023,Samsung,Smartphone,Central
28-03-2023,Apple,Smartphone,North
28-03-2023,Apple,Headphones,South
28-03-2023,Apple,Smartphone,West
28-03-2023,Dell,Smartphone,East
28-03-2023,Apple,Laptop,West
28-03-2023,Apple,Smartphone,East
28-03-2023,Dell,Smartphone,North
28-03-2023,Dell,Headphones,North
28-03-2023,Samsung,Laptop,East
28-03-2023,Dell,Smartphone,North
28-03-2023,Apple,Tablet,East
28-03-2023,Samsung,Smartphone,East
28-03-2023,Apple,Smartphone,North
28-03-2023,Apple,Tablet,West
28-03-2023,Apple,Smartphone,Central
28-03-2023,Samsung,Laptop,East
28-03-2023,Apple,Smartphone,East
29-03-2023,Apple,Tablet,East
29-03-2023,Apple,Smartphone,North
29-03-2023,Dell,Laptop,South
29-03-2023,Samsung,Smartphone,West
29-03-2023,Samsung,Laptop,East
29-03-2023,Apple,Laptop,South
29-03-2023,Samsung,Smartphone,Central
29-03-2023,Apple,Smartphone,South
29-03-2023,Apple,Smartphone,East
29-03-2023,Dell,Headphones,East
29-03-2023,Samsung,Smartphone,West
29-03-2023,Samsung,Smartphone,Central
29-03-2023,Samsung,Smartphone,East
29-03-2023,Samsung,Laptop,East
29-03-2023,Apple,Smartphone,West
29-03-2023,Samsung,Laptop,Central
29-03-2023,Samsung,Tablet,Central
29-03-2023,Dell,Laptop,West
29-03-2023,Apple,Laptop,East
29-03-2023,Samsung,Smartphone,West
29-03-2023,Samsung,Tablet,West
29-03-2023,Apple,Tablet,North
29-03-2023,Apple,Smartphone,East
29-03-2023,Sony,Smartphone,East
29-03-2023,Samsung,Headphones,West
29-03-2023,Samsung,Smartphone,South
29-03-2023,Apple,Smartphone,East
29-03-2023,Apple,Tablet,East
29-03-2023,Sony,Headphones,South
29-03-2023,Samsung,Smartphone,West
29-03-2023,Dell,Headphones,North
29-03-2023,Apple,Headphones,South
29-03-2023,Apple,Smartphone,East
29-03-2023,Apple,Laptop,South
29-03-2023,Dell,Laptop,West
29-03-2023,Apple,Laptop,North
29-03-2023,Sony,Smartphone,North
29-03-2023,Dell,Smartphone,North
29-03-2023,Samsung,Tablet,East
29-03-2023,Samsung,Smartphone,East
29-03-2023,Sony,Tablet,East
29-03-2023,Samsung,Smartphone,South
29-03-2023,Samsung,Smartphone,South
29-03-2023,Samsung,Smartphone,East
29-03-2023,Samsung,Tablet,North
29-03-2023,Dell,Smartphone,East
29-03-2023,Apple,Laptop,East
29-03-2023,Apple,Tablet,East
29-03-2023,Apple,Smartphone,Central
29-03-2023,Samsung,Smartphone,East
29-03-2023,Dell,Smartphone,North
29-03-2023,Apple,Tablet,North
29-03-2023,Apple,Smartphone,West
29-03-2023,Sony,Smartphone,East
29-03-2023,Apple,Smartphone,West
29-03-2023,Samsung,Smartphone,West
29-03-2023,Sony,Headphones,East
29-03-2023,Dell,Tablet,South
29-03-2023,Dell,Smartphone,South
29-03-2023,Sony,Tablet,Central
29-03-2023,Apple,Laptop,West
29-03-2023,Apple,Smartphone,East
29-03-2023,Dell,Laptop,North
29-03-2023,Samsung,Smartphone,East
29-03-2023,Samsung,Smartphone,West
29-03-2023,Dell,Tablet,East
29-03-2023,Dell,Laptop,East
29-03-2023,Apple,Smartphone,North
29-03-2023,Dell,Laptop,North
29-03-2023,Samsung,Headphones,Central
29-03-2023,Samsung,Headphones,South
29-03-2023,Apple,Smartphone,South
29-03-2023,Apple,Laptop,East
29-03-2023,Samsung,Smartphone,East
29-03-2023,Samsung,Smartphone,Central
29-03-2023,Sony,Smartphone,East
29-03-2023,Apple,Smartphone,North
29-03-2023,Sony,Headphones,East
29-03-2023,Samsung,Smartphone,East
29-03-2023,Apple,Tablet,North
29-03-2023,Dell,Laptop,East
29-03-2023,Apple,Smartphone,West
29-03-2023,Apple,Headphones,Central
29-03-2023,Dell,Tablet,South
29-03-2023,Dell,Laptop,Central
29-03-2023,Apple,Smartphone,East
29-03-2023,Dell,Smartphone,East
29-03-2023,Dell,Smartphone,South
29-03-2023,Samsung,Laptop,East
29-03-2023,Apple,Smartphone,North
29-03-2023,Samsung,Headphones,East
29-03-2023,Samsung,Headphones,East
29-03-2023,Apple,Smartphone,East
29-03-2023,Apple,Smartphone,East
29-03-2023,Dell,Laptop,South
29-03-2023,Sony,Tablet,Central
29-03-2023,Samsung,Laptop,South
29-03-2023,Sony,Laptop,West
29-03-2023,Samsung,Smartphone,South
29-03-2023,Apple,Smartphone,South
29-03-2023,Samsung,Smartphone,West
29-03-2023,Apple,Smartphone,North
29-03-2023,Sony,Smartphone,East
29-03-2023,Apple,Headphones,East
29-03-2023,Samsung,Laptop,South
29-03-2023,Dell,Smartphone,South
29-03-2023,Apple,Smartphone,East
29-03-2023,Apple,Laptop,South
29-03-2023,Samsung,Laptop,North
29-03-2023,Samsung,Laptop,East
29-03-2023,Apple,Smartphone,East
29-03-2023,Dell,Laptop,West
29-03-2023,Sony,Laptop,East
29-03-2023,Sony,Headphones,Central
29-03-2023,Sony,Laptop,Central
29-03-2023,Apple,Laptop,Central
29-03-2023,Sony,Headphones,East
29-03-2023,Apple,Smartphone,North
29-03-2023,Apple,Smartphone,Central
29-03-2023,Samsung,Laptop,North
29-03-2023,Sony,Laptop,East
29-03-2023,Samsung,Smartphone,South
29-03-2023,Samsung,Smartphone,South
29-03-2023,Apple,Headphones,East
29-03-2023,Samsung,Tablet,East
29-03-2023,Apple,Smartphone,West
29-03-2023,Apple,Laptop,South
29-03-2023,Apple,Smartphone,West
29-03-2023,Apple,Headphones,Central
29-03-2023,Sony,Smartphone,West
29-03-2023,Dell,Smartphone,South
29-03-2023,Dell,Tablet,West
29-03-2023,Apple,Headphones,East
29-03-2023,Samsung,Smartphone,East
29-03-2023,Sony,Laptop,West
29-03-2023,Sony,Smartphone,North
29-03-2023,Sony,Tablet,East
29-03-2023,Apple,Smartphone,East
29-03-2023,Samsung,Tablet,South
29-03-2023,Sony,Tablet,East
29-03-2023,Dell,Smartphone,West
29-03-2023,Sony,Smartphone,West
29-03-2023,Sony,Smartphone,East
29-03-2023,Sony,Smartphone,South
29-03-2023,Sony,Tablet,Central
29-03-2023,Apple,Tablet,South
29-03-2023,Sony,Headphones,Central
29-03-2023,Apple,Tablet,West
29-03-2023,Sony,Smartphone,North
29-03-2023,Samsung,Laptop,Central
29-03-2023,Apple,Laptop,Central
29-03-2023,Apple,Tablet,West
29-03-2023,Samsung,Smartphone,Central
29-03-2023,Samsung,Tablet,South
29-03-2023,Apple,Smartphone,East
29-03-2023,Sony,Laptop,East
29-03-2023,Samsung,Laptop,West
29-03-2023,Sony,Tablet,East
29-03-2023,Samsung,Laptop,East
29-03-2023,Sony,Laptop,East
29-03-2023,Apple,Smartphone,South
29-03-2023,Apple,Laptop,East
29-03-2023,Sony,Smartphone,East
29-03-2023,Dell,Headphones,East
29-03-2023,Apple,Headphones,North
29-03-2023,Apple,Smartphone,West
29-03-2023,Dell,Smartphone,West
29-03-2023,Dell,Laptop,West
29-03-2023,Apple,Smartphone,East
29-03-2023,Samsung,Laptop,Central
29-03-2023,Samsung,Headphones,East
29-03-2023,Sony,Smartphone,East
29-03-2023,Apple,Tablet,West
29-03-2023,Apple,Tablet,West
29-03-2023,Dell,Smartphone,North
29-03-2023,Samsung,Tablet,East
29-03-2023,Sony,Tablet,West
29-03-2023,Sony,Laptop,West
29-03-2023,Apple,Smartphone,South
29-03-2023,Apple,Headphones,South
29-03-2023,Samsung,Headphones,East
29-03-2023,Dell,Headphones,North
29-03-2023,Sony,Laptop,West
29-03-2023,Dell,Tablet,South
29-03-2023,Samsung,Smartphone,South
29-03-2023,Dell,Laptop,East
29-03-2023,Apple,Laptop,East
29-03-2023,Apple,Smartphone,Central
29-03-2023,Apple,Laptop,Central
29-03-2023,Apple,Laptop,West
29-03-2023,Sony,Smartphone,East
29-03-2023,Sony,Smartphone,West
29-03-2023,Dell,Smartphone,West
29-03-2023,Apple,Tablet,East
29-03-2023,Samsung,Smartphone,North
29-03-2023,Apple,Tablet,East
29-03-2023,Samsung,Smartphone,East
29-03-2023,Samsung,Laptop,East
29-03-2023,Apple,Smartphone,Central
29-03-2023,Samsung,Smartphone,West
29-03-2023,Apple,Headphones,South
29-03-2023,Sony,Smartphone,East
29-03-2023,Apple,Smartphone,South
29-03-2023,Apple,Smartphone,North
29-03-2023,Samsung,Smartphone,North
29-03-2023,Sony,Laptop,East
29-03-2023,Dell,Smartphone,Central
29-03-2023,Samsung,Tablet,East
29-03-2023,Dell,Smartphone,West
29-03-2023,Sony,Smartphone,East
29-03-2023,Dell,Tablet,East
29-03-2023,Apple,Headphones,South
29-03-2023,Sony,Laptop,East
29-03-2023,Apple,Tablet,West
29-03-2023,Apple,Smartphone,Central
29-03-2023,Samsung,Headphones,South
29-03-2023,Samsung,Tablet,East
29-03-2023,Apple,Smartphone,North
29-03-2023,Dell,Laptop,South
29-03-2023,Dell,Laptop,East
29-03-2023,Samsung,Laptop,Central
29-03-2023,Samsung,Tablet,South
29-03-2023,Samsung,Smartphone,North
29-03-2023,Dell,Headphones,Central
29-03-2023,Apple,Smartphone,West
29-03-2023,Apple,Smartphone,North
29-03-2023,Apple,Laptop,South
29-03-2023,Apple,Smartphone,East
29-03-2023,Samsung,Laptop,North
29-03-2023,Dell,Smartphone,Central
29-03-2023,Apple,Smartphone,West
29-03-2023,Sony,Laptop,North
29-03-2023,Apple,Laptop,West
29-03-2023,Apple,Headphones,West
29-03-2023,Sony,Headphones,West
29-03-2023,Apple,Smartphone,West
29-03-2023,Samsung,Laptop,West
29-03-2023,Apple,Smartphone,West
29-03-2023,Apple,Headphones,North
29-03-2023,Apple,Smartphone,South
29-03-2023,Apple,Smartphone,Central
29-03-2023,Apple,Laptop,Central
29-03-2023,Samsung,Headphones,East
29-03-2023,Apple,Headphones,South
29-03-2023,Apple,Smartphone,North
29-03-2023,Samsung,Smartphone,North
29-03-2023,Samsung,Tablet,Central
29-03-2023,Apple,Laptop,East
29-03-2023,Apple,Tablet,East
29-03-2023,Samsung,Laptop,West
29-03-2023,Apple,Smartphone,Central
29-03-2023,Samsung,Smartphone,South
29-03-2023,Apple,Tablet,East
29-03-2023,Apple,Smartphone,South
29-03-2023,Apple,Tablet,East
29-03-2023,Apple,Smartphone,East
29-03-2023,Dell,Smartphone,East
29-03-2023,Apple,Laptop,South
29-03-2023,Dell,Smartphone,Central
29-03-2023,Sony,Tablet,East
29-03-2023,Apple,Smartphone,East
29-03-2023,Apple,Laptop,South
29-03-2023,Samsung,Smartphone,West
29-03-2023,Samsung,Smartphone,Central
29-03-2023,Apple,Smartphone,West
29-03-2023,Dell,Headphones,West
29-03-2023,Apple,Smartphone,West
29-03-2023,Sony,Smartphone,Central
29-03-2023,Samsung,Headphones,North
29-03-2023,Samsung,Smartphone,West
29-03-2023,Dell,Smartphone,South
29-03-2023,Apple,Laptop,East
29-03-2023,Dell,Laptop,East
29-03-2023,Dell,Headphones,East
29-03-2023,Apple,Smartphone,East
29-03-2023,Sony,Laptop,Central
29-03-2023,Dell,Tablet,East
29-03-2023,Samsung,Smartphone,East
29-03-2023,Sony,Headphones,East
29-03-2023,Dell,Smartphone,South
29-03-2023,Apple,Laptop,West
29-03-2023,Apple,Laptop,South
29-03-2023,Apple,Smartphone,East
29-03-2023,Samsung,Tablet,South
29-03-2023,Apple,Headphones,West
29-03-2023,Apple,Tablet,West
29-03-2023,Samsung,Smartphone,South
29-03-2023,Apple,Laptop,East
29-03-2023,Dell,Headphones,West
29-03-2023,Dell,Smartphone,South
29-03-2023,Sony,Smartphone,East
29-03-2023,Apple,Smartphone,South
29-03-2023,Apple,Laptop,South
29-03-2023,Apple,Headphones,West
29-03-2023,Samsung,Smartphone,West
29-03-2023,Apple,Smartphone,South
29-03-2023,Dell,Smartphone,East
29-03-2023,Dell,Tablet,East
29-03-2023,Sony,Smartphone,East
29-03-2023,Samsung,Tablet,East
29-03-2023,Dell,Smartphone,West
29-03-2023,Sony,Smartphone,North
29-03-2023,Apple,Smartphone,South
29-03-2023,Dell,Smartphone,North
29-03-2023,Samsung,Smartphone,South
29-03-2023,Apple,Laptop,West
29-03-2023,Sony,Smartphone,West
29-03-2023,Sony,Laptop,East
29-03-2023,Samsung,Headphones,North
29-03-2023,Apple,Smartphone,West
29-03-2023,Samsung,Tablet,South
29-03-2023,Samsung,Laptop,South
29-03-2023,Apple,Laptop,West
29-03-2023,Sony,Headphones,Central
29-03-2023,Samsung,Smartphone,South
29-03-2023,Apple,Smartphone,East
29-03-2023,Dell,Laptop,Central
29-03-2023,Dell,Smartphone,South
29-03-2023,Samsung,Headphones,West
29-03-2023,Apple,Laptop,North
29-03-2023,Dell,Laptop,East
29-03-2023,Apple,Smartphone,North
29-03-2023,Sony,Smartphone,East
29-03-2023,Apple,Laptop,West
29-03-2023,Dell,Laptop,East
29-03-2023,Apple,Laptop,West
29-03-2023,Apple,Tablet,North
29-03-2023,Sony,Tablet,Central
29-03-2023,Samsung,Smartphone,South
29-03-2023,Sony,Tablet,West
29-03-2023,Dell,Laptop,North
29-03-2023,Sony,Headphones,South
29-03-2023,Dell,Smartphone,North
29-03-2023,Apple,Laptop,East
29-03-2023,Apple,Smartphone,East
29-03-2023,Apple,Smartphone,East
29-03-2023,Apple,Laptop,East
29-03-2023,Samsung,Smartphone,East
29-03-2023,Sony,Laptop,East
29-03-2023,Samsung,Smartphone,South
29-03-2023,Dell,Smartphone,East
29-03-2023,Samsung,Laptop,West
29-03-2023,Apple,Smartphone,West
29-03-2023,Sony,Smartphone,East
29-03-2023,Apple,Smartphone,South
30-03-2023,Apple,Tablet,East
30-03-2023,Apple,Laptop,East
30-03-2023,Sony,Smartphone,South
30-03-2023,Sony,Headphones,East
30-03-2023,Sony,Tablet,Central
30-03-2023,Apple,Smartphone,East
30-03-2023,Samsung,Smartphone,South
30-03-2023,Samsung,Smartphone,South
30-03-2023,Apple,Laptop,East
30-03-2023,Apple,Smartphone,South
30-03-2023,Samsung,Smartphone,North
30-03-2023,Apple,Laptop,South
30-03-2023,Samsung,Smartphone,East
30-03-2023,Samsung,Smartphone,South
30-03-2023,Sony,Smartphone,Central
30-03-2023,Samsung,Laptop,East
30-03-2023,Dell,Smartphone,West
30-03-2023,Apple,Headphones,East
30-03-2023,Apple,Laptop,South
30-03-2023,Apple,Smartphone,East
30-03-2023,Apple,Smartphone,Central
30-03-2023,Dell,Smartphone,East
30-03-2023,Apple,Smartphone,East
30-03-2023,Samsung,Headphones,South
30-03-2023,Samsung,Tablet,East
30-03-2023,Samsung,Tablet,South
30-03-2023,Samsung,Smartphone,South
30-03-2023,Apple,Smartphone,East
30-03-2023,Samsung,Laptop,East
30-03-2023,Samsung,Smartphone,East
30-03-2023,Sony,Laptop,West
30-03-2023,Apple,Smartphone,West
30-03-2023,Sony,Smartphone,East
30-03-2023,Dell,Smartphone,West
30-03-2023,Dell,Smartphone,East
30-03-2023,Apple,Laptop,East
30-03-2023,Sony,Headphones,North
30-03-2023,Sony,Smartphone,East
30-03-2023,Sony,Headphones,East
30-03-2023,Apple,Smartphone,East
30-03-2023,Sony,Smartphone,West
30-03-2023,Samsung,Laptop,South
30-03-2023,Samsung,Smartphone,East
30-03-2023,Samsung,Tablet,West
30-03-2023,Samsung,Laptop,South
30-03-2023,Apple,Smartphone,South
30-03-2023,Apple,Headphones,North
30-03-2023,Sony,Headphones,South
30-03-2023,Samsung,Laptop,West
30-03-2023,Sony,Smartphone,East
30-03-2023,Apple,Smartphone,South
30-03-2023,Sony,Headphones,Central
30-03-2023,Dell,Tablet,East
30-03-2023,Apple,Laptop,East
30-03-2023,Apple,Smartphone,North
30-03-2023,Dell,Headphones,East
30-03-2023,Samsung,Tablet,East
30-03-2023,Apple,Smartphone,East
30-03-2023,Sony,Smartphone,West
30-03-2023,Apple,Tablet,Central
30-03-2023,Samsung,Smartphone,South
30-03-2023,Apple,Smartphone,West
30-03-2023,Samsung,Tablet,North
30-03-2023,Apple,Laptop,West
30-03-2023,Apple,Smartphone,North
30-03-2023,Apple,Smartphone,South
30-03-2023,Dell,Smartphone,East
30-03-2023,Apple,Smartphone,South
30-03-2023,Dell,Laptop,South
30-03-2023,Samsung,Smartphone,North
30-03-2023,Apple,Headphones,East
30-03-2023,Apple,Smartphone,East
30-03-2023,Apple,Laptop,West
30-03-2023,Samsung,Smartphone,East
30-03-2023,Dell,Headphones,South
30-03-2023,Apple,Smartphone,East
30-03-2023,Samsung,Smartphone,West
30-03-2023,Samsung,Headphones,East
30-03-2023,Apple,Smartphone,West
30-03-2023,Apple,Smartphone,West
30-03-2023,Samsung,Headphones,North
30-03-2023,Sony,Laptop,West
30-03-2023,Dell,Laptop,South
30-03-2023,Samsung,Smartphone,East
30-03-2023,Samsung,Smartphone,East
30-03-2023,Samsung,Smartphone,West
30-03-2023,Dell,Smartphone,North
30-03-2023,Apple,Smartphone,North
30-03-2023,Apple,Tablet,East
30-03-2023,Dell,Smartphone,Central
30-03-2023,Dell,Laptop,West
30-03-2023,Samsung,Smartphone,Central
30-03-2023,Apple,Headphones,East
30-03-2023,Apple,Smartphone,South
30-03-2023,Dell,Tablet,South
30-03-2023,Apple,Laptop,East
30-03-2023,Samsung,Headphones,North
30-03-2023,Samsung,Headphones,West
30-03-2023,Dell,Tablet,East
30-03-2023,Sony,Smartphone,West
30-03-2023,Apple,Smartphone,North
30-03-2023,Dell,Smartphone,North
30-03-2023,Samsung,Smartphone,East
30-03-2023,Dell,Laptop,East
30-03-2023,Sony,Laptop,West
30-03-2023,Apple,Smartphone,South
30-03-2023,Samsung,Smartphone,West
30-03-2023,Samsung,Tablet,East
30-03-2023,Apple,Laptop,East
30-03-2023,Apple,Smartphone,Central
30-03-2023,Apple,Laptop,West
30-03-2023,Dell,Laptop,West
30-03-2023,Apple,Smartphone,West
30-03-2023,Apple,Smartphone,South
31-03-2023,Samsung,Smartphone,North
31-03-2023,Apple,Laptop,East
31-03-2023,Dell,Tablet,East
31-03-2023,Samsung,Smartphone,South
31-03-2023,Apple,Tablet,Central
31-03-2023,Apple,Smartphone,East
31-03-2023,Apple,Smartphone,South
31-03-2023,Apple,Laptop,East
31-03-2023,Dell,Laptop,East
31-03-2023,Apple,Headphones,East
31-03-2023,Apple,Smartphone,West
31-03-2023,Samsung,Tablet,Central
31-03-2023,Samsung,Smartphone,East
31-03-2023,Apple,Tablet,South
31-03-2023,Dell,Smartphone,East
31-03-2023,Apple,Smartphone,West
31-03-2023,Samsung,Smartphone,East
31-03-2023,Dell,Headphones,East
31-03-2023,Dell,Smartphone,East
31-03-2023,Samsung,Laptop,East
31-03-2023,Dell,Laptop,East
31-03-2023,Samsung,Smartphone,East
31-03-2023,Apple,Smartphone,West
31-03-2023,Samsung,Tablet,South
31-03-2023,Samsung,Tablet,East
31-03-2023,Samsung,Smartphone,East
31-03-2023,Sony,Smartphone,West
31-03-2023,Apple,Smartphone,East
31-03-2023,Sony,Tablet,East
31-03-2023,Apple,Smartphone,East
31-03-2023,Dell,Laptop,Central
31-03-2023,Apple,Smartphone,East
